from_acct_id,to_acct_id,txn_date,amount,Currency
7076022382,3134253053,2023-01-15 09:09:01.408733,2581.39,EUR
1967769595,7656829481,2023-04-05 09:09:01.408745,32948.07,EUR
9845235941,2368717607,2023-05-06 09:09:01.408757,46834.77,EUR
1272804488,0926467021,2022-12-29 09:09:01.408770,6380.09,EUR
9910010494,5762755535,2022-11-09 09:09:01.408782,16333.89,EUR
8744094171,8846039896,2022-11-11 09:09:01.408794,31555.29,EUR
8073295838,3590995140,2023-02-07 09:09:01.408805,10642.43,EUR
1936417745,0882035964,2023-05-17 09:09:01.408818,8078.75,EUR
1521599568,4500765326,2023-05-22 09:09:01.408830,12317.26,EUR
6490268236,1258816912,2023-04-30 09:09:01.408842,58628.05,EUR
3955835566,6615107125,2023-01-08 09:09:01.408853,590.71,EUR
5745795327,2292803904,2023-01-15 09:09:01.408865,3837.67,EUR
4148906389,9573998850,2022-12-13 09:09:01.408877,19738.77,EUR
6888250660,9588148265,2022-08-25 09:09:01.408889,37365.16,EUR
7717425124,5314270926,2022-10-12 09:09:01.408901,4161.4,EUR
8709285423,2531390983,2022-09-25 09:09:01.408913,10383.79,EUR
5472780790,8319588379,2023-05-29 09:09:01.408926,63553.06,EUR
9150521339,2268682554,2022-08-13 09:09:01.408938,17176.86,EUR
3575156151,3762726649,2023-07-15 09:09:01.408950,42484.61,EUR
3723771387,6608488708,2023-06-24 09:09:01.408962,1024.43,EUR
8960332985,4131438131,2023-06-29 09:09:01.408974,1355.05,EUR
6526514128,4176094273,2022-10-24 09:09:01.408986,7050.76,EUR
8423554407,5555783756,2023-04-24 09:09:01.408998,2445.28,EUR
4888683535,7331472909,2023-04-10 09:09:01.409010,2083.92,EUR
6501177372,5365424976,2023-04-12 09:09:01.409022,21088.57,EUR
4434973042,1118869050,2023-07-24 09:09:01.409034,19842.15,EUR
4986018019,2698583933,2022-10-24 09:09:01.409045,48254.19,EUR
6499677277,9475211765,2022-09-23 09:09:01.409057,16069.13,EUR
2968971390,7199747949,2023-03-07 09:09:01.409069,54969.19,EUR
7337648789,3295219176,2022-08-09 09:09:01.409081,10765.74,EUR
9723510716,0573612431,2023-01-16 09:09:01.409092,1325.3,EUR
3818544817,4623450680,2022-09-29 09:09:01.409104,21573.13,EUR
9079547655,6713003696,2022-11-24 09:09:01.409116,9771.24,EUR
8319230030,7419457513,2023-02-15 09:09:01.409129,45287.0,EUR
2021981580,0109557759,2022-09-04 09:09:01.409140,9214.01,EUR
1489132750,1788245279,2023-01-07 09:09:01.409151,2584.93,EUR
3074595513,6894629093,2022-10-15 09:09:01.409163,39626.85,EUR
7936878915,2266431620,2023-01-16 09:09:01.409175,77955.1,EUR
3272596414,4445115238,2023-01-13 09:09:01.409188,38049.73,EUR
4208920890,1179267716,2023-04-18 09:09:01.409199,36531.69,EUR
8264095820,4563277437,2023-07-05 09:09:01.409211,381.92,EUR
0373542012,1679682325,2023-05-31 09:09:01.409223,37628.41,EUR
6177610015,5322898780,2023-06-25 09:09:01.409235,53617.04,EUR
1570063314,9120696828,2023-07-02 09:09:01.409246,1657.0,EUR
9578589629,4236452264,2023-02-14 09:09:01.409258,21335.78,EUR
7113110586,3901882882,2023-01-04 09:09:01.409269,7976.49,EUR
5663296780,0214171993,2023-01-20 09:09:01.409280,66318.76,EUR
3415274693,3361158814,2023-05-08 09:09:01.409293,27441.09,EUR
0301094886,7368264412,2023-02-24 09:09:01.409309,8449.34,EUR
5489676017,6817757391,2023-05-12 09:09:01.409322,72780.11,EUR
9438048637,9389836464,2023-05-17 09:09:01.409334,67155.74,EUR
3633637856,9007753858,2022-10-07 09:09:01.409346,2437.83,EUR
4254779313,3276508905,2022-09-21 09:09:01.409357,55789.74,EUR
8110939623,8755752914,2023-07-25 09:09:01.409369,8194.45,EUR
8794013500,3238911908,2023-01-21 09:09:01.409380,12431.63,EUR
8146868577,9994142082,2023-01-16 09:09:01.409392,2248.9,EUR
4336042384,0868793880,2023-06-05 09:09:01.409415,14778.52,EUR
8443541830,3512575352,2023-03-19 09:09:01.409427,21212.92,EUR
7875035803,5718600131,2022-11-26 09:09:01.409439,12.02,EUR
9248253052,7697848458,2022-12-09 09:09:01.409451,49121.75,EUR
1706958473,9901291054,2023-04-28 09:09:01.409462,12584.13,EUR
3074378730,2169635794,2023-06-15 09:09:01.409474,4677.22,EUR
5071831454,7451838110,2023-07-22 09:09:01.409485,27040.55,EUR
3969340336,5629144252,2023-04-03 09:09:01.409497,2328.93,EUR
6941196677,3706823702,2022-08-24 09:09:01.409509,384.25,EUR
7807981056,9278939425,2023-06-02 09:09:01.409521,29637.01,EUR
5661084930,7114716842,2023-04-24 09:09:01.409532,14213.02,EUR
3870155571,6711317990,2023-06-30 09:09:01.409543,3405.82,EUR
0389120088,3142149509,2022-09-12 09:09:01.409555,5916.04,EUR
4918962933,4241986410,2022-11-21 09:09:01.409566,3542.79,EUR
1013258955,0814582900,2022-09-04 09:09:01.409578,72686.86,EUR
0564150530,5672890612,2022-10-08 09:09:01.409591,17154.74,EUR
7054488116,4276147541,2022-11-29 09:09:01.409602,194.9,EUR
3264554665,5124838426,2023-04-01 09:09:01.409614,5572.42,EUR
6054546704,0189456620,2022-12-28 09:09:01.409637,143.97,EUR
3525679443,8839067699,2023-03-12 09:09:01.409650,6335.32,EUR
6872437253,2703291559,2022-09-23 09:09:01.409661,85062.54,EUR
0925964377,8849665129,2023-04-24 09:09:01.409672,10346.91,EUR
3207654821,9358628324,2023-04-11 09:09:01.409684,589.94,EUR
3968430916,9114640668,2022-10-12 09:09:01.409696,1494.39,EUR
9943179455,8628034711,2022-09-09 09:09:01.409708,3393.94,EUR
2527888054,4765055389,2023-08-02 09:09:01.409720,66770.89,EUR
2969436599,9507143926,2023-07-17 09:09:01.409732,10327.52,EUR
2889277047,0618184841,2022-10-14 09:09:01.409744,34948.75,EUR
2716690880,1000080326,2023-05-11 09:09:01.409758,33021.92,EUR
9709139702,4951034846,2022-08-23 09:09:01.409770,27844.35,EUR
3174438251,1100255696,2022-09-08 09:09:01.409783,14298.12,EUR
0843062701,2277972914,2022-09-04 09:09:01.409794,60549.42,EUR
0284507529,1497371861,2023-07-09 09:09:01.409806,10358.7,EUR
3576947902,7565118011,2023-02-16 09:09:01.409818,695.96,EUR
4034287230,9684160507,2022-10-25 09:09:01.409835,6613.19,EUR
1648367296,5984231426,2022-12-14 09:09:01.409847,2876.68,EUR
3511991287,3365752011,2022-08-03 09:09:01.409859,80699.53,EUR
6489078280,6809610817,2023-06-03 09:09:01.409871,9738.77,EUR
1204040476,3772278345,2022-09-09 09:09:01.409882,12468.89,EUR
1942410986,5856916156,2023-02-19 09:09:01.409894,23013.07,EUR
1921885293,3558212922,2023-05-09 09:09:01.409905,15037.65,EUR
1281739930,7578173957,2023-02-21 09:09:01.409917,6776.83,EUR
4651542988,7757735662,2022-09-03 09:09:01.409928,7425.36,EUR
1980410255,3561040337,2023-07-22 09:09:01.409939,2817.22,EUR
2540540093,4395998680,2023-04-21 09:09:01.409951,7784.09,EUR
4663479806,4219095782,2023-02-08 09:09:01.409963,38922.54,EUR
8376303241,7614886322,2023-04-10 09:09:01.409974,620.97,EUR
5363054765,0196956242,2023-03-11 09:09:01.409985,10456.05,EUR
5220316653,5276948418,2022-11-03 09:09:01.409997,2559.38,EUR
8365487487,5276948418,2023-05-21 09:09:01.410008,1055.39,EUR
8102614369,0573612431,2022-11-04 09:09:01.410019,57400.16,EUR
7019915051,8813508562,2022-08-07 09:09:01.410031,9783.6,EUR
4967280047,6126607798,2023-05-04 09:09:01.410042,40036.21,EUR
7026908903,4868530496,2023-03-23 09:09:01.410054,16025.79,EUR
1587377925,1164719779,2023-06-21 09:09:01.410065,19189.78,EUR
6484188508,1114369819,2023-07-30 09:09:01.410077,1420.01,EUR
5362070057,2903842817,2023-04-09 09:09:01.410089,774.4,EUR
8264406286,6878321248,2023-05-04 09:09:01.410101,28460.08,EUR
6267931747,2094217650,2022-11-24 09:09:01.410112,17247.35,EUR
7260327900,1669763343,2022-08-08 09:09:01.410124,12234.95,EUR
7867557207,5075333826,2022-12-22 09:09:01.410136,41337.25,EUR
4111538145,6192841665,2022-12-29 09:09:01.410148,3096.0,EUR
8081801991,3575736035,2023-04-16 09:09:01.410159,8098.27,EUR
3361158814,0690482372,2023-03-10 09:09:01.410171,608.39,EUR
8645805269,2488245139,2022-12-05 09:09:01.410183,32589.81,EUR
8697911642,7913374147,2022-11-28 09:09:01.410194,71699.22,EUR
8690156656,2543105084,2023-03-11 09:09:01.410205,36021.98,EUR
2045736857,1068642627,2022-12-01 09:09:01.410217,4336.0,EUR
2584843796,4576659482,2023-03-01 09:09:01.410230,12668.94,EUR
0003078750,8120954102,2022-12-20 09:09:01.410241,36491.12,EUR
3855681609,4894050010,2022-11-13 09:09:01.410252,51034.64,EUR
5993049069,2011508133,2023-01-21 09:09:01.410263,5490.02,EUR
8903256938,7570011602,2023-02-04 09:09:01.410274,21630.28,EUR
4978535261,1499965395,2023-05-18 09:09:01.410286,29453.61,EUR
3228898926,7482391267,2023-02-03 09:09:01.410297,26009.84,EUR
3511991287,9635120248,2023-02-06 09:09:01.410309,66631.84,EUR
8103616536,4229127802,2023-03-11 09:09:01.410321,68200.46,EUR
5166348300,9319820031,2023-03-20 09:09:01.410333,4934.18,EUR
4720626295,8130382508,2022-09-10 09:09:01.410344,7808.62,EUR
3337124691,1715004404,2023-07-24 09:09:01.410356,31671.58,EUR
7180067756,7346381297,2022-09-21 09:09:01.410368,10317.71,EUR
1125730954,0760390812,2023-04-10 09:09:01.410379,13618.34,EUR
2903842817,1326301733,2023-06-01 09:09:01.410391,26911.66,EUR
9001249250,2496546439,2023-04-16 09:09:01.410412,32773.28,EUR
6299354283,0726979168,2023-05-01 09:09:01.410424,51428.33,EUR
2345395838,4623376549,2023-06-04 09:09:01.410437,5178.96,EUR
5874521604,5354658604,2022-09-07 09:09:01.410448,6449.97,EUR
7768160948,7204528625,2023-05-27 09:09:01.410461,47448.59,EUR
1880285233,7215676850,2023-01-20 09:09:01.410472,3724.2,EUR
3420058258,0217201895,2023-08-01 09:09:01.410483,30393.83,EUR
1094504157,8385028426,2023-07-26 09:09:01.410495,47685.17,EUR
3761440860,0885123145,2022-09-12 09:09:01.410506,45151.42,EUR
8146868577,7483968535,2022-12-05 09:09:01.410518,4957.98,EUR
0597820453,5745795327,2022-11-03 09:09:01.410530,283.24,EUR
4841235895,3425104952,2023-04-15 09:09:01.410541,28467.94,EUR
0390881597,7501686407,2022-11-07 09:09:01.410554,24994.93,EUR
7924203119,3712326361,2022-10-28 09:09:01.410566,37648.34,EUR
8015986683,9522322566,2023-06-05 09:09:01.410578,3977.2,EUR
5727503080,7082611631,2022-08-29 09:09:01.410591,58640.85,EUR
9251362327,4100909837,2022-08-16 09:09:01.410603,8240.6,EUR
3422572650,8645805269,2022-11-22 09:09:01.410615,31821.85,EUR
7363822363,3398897464,2022-11-06 09:09:01.410635,1453.71,EUR
2955480625,9814520932,2022-09-12 09:09:01.410647,34535.86,EUR
4286329447,4849128695,2022-09-14 09:09:01.410658,9346.75,EUR
6799503583,6097428024,2023-06-02 09:09:01.410670,26507.67,EUR
9580929016,6132513417,2023-07-14 09:09:01.410681,37825.34,EUR
1710318341,2365761193,2023-07-22 09:09:01.410694,54550.19,EUR
3780968387,1524037965,2022-10-18 09:09:01.410705,39623.65,EUR
6921542846,1474660009,2023-05-02 09:09:01.410717,85404.07,EUR
0138730826,0366920593,2022-09-25 09:09:01.410729,4279.84,EUR
3378055869,7853439511,2022-12-09 09:09:01.410741,9414.15,EUR
5336367939,1598886398,2022-10-03 09:09:01.410752,1890.16,EUR
4389434975,8955324761,2023-05-16 09:09:01.410765,42923.78,EUR
1958741548,7768160948,2023-07-18 09:09:01.410776,34510.03,EUR
2673313998,8235833538,2022-09-01 09:09:01.410788,18458.61,EUR
9440207926,8047565015,2023-05-07 09:09:01.410800,11545.4,EUR
1208232922,3282396933,2022-09-14 09:09:01.410812,14052.56,EUR
0082769013,1899288296,2022-12-25 09:09:01.410824,23237.95,EUR
2493995804,9706851906,2022-11-29 09:09:01.410837,5452.83,EUR
6852142938,0219437953,2023-01-13 09:09:01.410849,774.94,EUR
1833604415,0632476280,2022-10-01 09:09:01.410860,15.86,EUR
2579944315,9341166253,2023-07-21 09:09:01.410872,7731.56,EUR
1986983870,3973422210,2022-11-22 09:09:01.410885,10023.39,EUR
3600327651,9227203137,2023-03-18 09:09:01.410898,52498.81,EUR
6850108841,4706550778,2023-04-13 09:09:01.410910,22820.15,EUR
6799503583,4949471995,2023-01-15 09:09:01.410921,39603.47,EUR
4251400652,3981773515,2023-03-05 09:09:01.410933,780.87,EUR
7284608928,1713389234,2022-08-05 09:09:01.410944,42406.41,EUR
8560941342,9653199062,2023-02-12 09:09:01.410955,13900.63,EUR
6804078853,0666541014,2022-11-14 09:09:01.410967,30696.67,EUR
9737122704,2836619292,2022-08-31 09:09:01.410980,10732.42,EUR
4135330585,3025045201,2023-04-09 09:09:01.410991,62012.28,EUR
8741127274,1189805598,2023-05-23 09:09:01.411003,43636.92,EUR
8471922932,1689695176,2023-05-21 09:09:01.411014,32301.85,EUR
7403284964,5898575341,2022-10-26 09:09:01.411026,9008.48,EUR
1524037965,6564275161,2022-10-06 09:09:01.411037,19217.38,EUR
0096297136,0091854402,2023-01-29 09:09:01.411049,55118.41,EUR
2647810473,1147009769,2023-02-04 09:09:01.411061,6922.17,EUR
0402031170,4517437172,2022-10-21 09:09:01.411073,10689.83,EUR
3923609702,8494873594,2023-02-07 09:09:01.411085,16388.37,EUR
4723632802,4552129681,2022-09-04 09:09:01.411097,28150.72,EUR
6744452595,1132195149,2022-12-13 09:09:01.411109,5481.11,EUR
6682495443,5630953597,2023-01-22 09:09:01.411121,72797.99,EUR
4395153527,0315737068,2023-07-06 09:09:01.411133,44.8,EUR
1221871124,3859046453,2023-04-13 09:09:01.411144,789.02,EUR
9873436651,2554462790,2023-01-31 09:09:01.411155,74093.38,EUR
9039213966,4933770302,2022-12-07 09:09:01.411167,7689.79,EUR
9558395286,9957055799,2023-03-04 09:09:01.411178,243.02,EUR
5600283438,5747504038,2022-10-25 09:09:01.411189,24548.62,EUR
8879527966,9339693917,2022-10-27 09:09:01.411201,4635.6,EUR
7722345291,9089331157,2023-05-03 09:09:01.411213,17312.43,EUR
9209081994,9688922821,2023-06-19 09:09:01.411225,41090.22,EUR
1093950693,1560633938,2022-10-13 09:09:01.411237,43106.55,EUR
7769581307,0177797055,2022-10-26 09:09:01.411248,9914.45,EUR
3273159227,4177628205,2023-04-07 09:09:01.411260,40576.81,EUR
6534524122,3105482377,2023-03-13 09:09:01.411271,1066.15,EUR
2422580249,6821786989,2023-05-25 09:09:01.411283,14041.79,EUR
8518857787,4543176774,2023-07-08 09:09:01.411296,1002.48,EUR
7201442362,3479429503,2023-03-29 09:09:01.411307,41778.79,EUR
0490985781,9499955697,2022-12-13 09:09:01.411319,734.79,EUR
4361233619,3493218678,2022-11-24 09:09:01.411333,8309.92,EUR
7634333795,5194428872,2023-03-14 09:09:01.411345,11667.12,EUR
9385247095,9611458324,2022-12-31 09:09:01.411357,10974.25,EUR
0267989222,7479953434,2023-07-28 09:09:01.411368,1628.06,EUR
9709355426,9627682643,2022-11-01 09:09:01.411380,5097.16,EUR
9855500934,9439695114,2022-09-22 09:09:01.411392,3234.22,EUR
9123505032,0371122002,2023-01-25 09:09:01.411413,1347.66,EUR
8169084068,7402388357,2023-05-12 09:09:01.411425,38245.76,EUR
6596829907,5843723799,2022-12-18 09:09:01.411436,21662.01,EUR
8592198633,9824116291,2022-12-02 09:09:01.411447,8642.44,EUR
2612978228,6982864117,2022-08-05 09:09:01.411459,20817.94,EUR
4824583855,4961718377,2022-10-30 09:09:01.411471,25903.3,EUR
6721411572,0569674088,2022-10-20 09:09:01.411483,9001.33,EUR
6299354283,3299449328,2023-06-05 09:09:01.411495,45090.44,EUR
1932761447,4553457074,2023-07-02 09:09:01.411507,20511.5,EUR
2970692892,2698583933,2022-10-28 09:09:01.411518,2802.73,EUR
4345221593,7049801013,2023-05-20 09:09:01.411531,12692.8,EUR
9279133483,7943355899,2022-12-17 09:09:01.411543,8707.62,EUR
0950778675,5554746484,2023-01-04 09:09:01.411554,62900.18,EUR
2729499223,5229176339,2023-01-07 09:09:01.411566,14123.69,EUR
5658384865,7779317726,2023-02-04 09:09:01.411579,39160.01,EUR
4618667808,7880974070,2023-07-30 09:09:01.411590,15320.9,EUR
5624198701,6777114598,2022-08-31 09:09:01.411603,18636.13,EUR
2147423496,7570837834,2023-02-01 09:09:01.411615,64658.58,EUR
2615891464,8804182204,2022-11-18 09:09:01.411634,5735.94,EUR
2146248045,1494932058,2022-08-22 09:09:01.411647,9475.98,EUR
7288797697,6690630602,2023-03-19 09:09:01.411658,15650.74,EUR
5428746329,7573950996,2022-08-15 09:09:01.411670,64694.21,EUR
3187561019,1974087756,2022-08-08 09:09:01.411682,72122.71,EUR
1813672795,5879563757,2023-02-06 09:09:01.411694,35766.22,EUR
6546338535,5309372864,2023-03-26 09:09:01.411706,28510.78,EUR
1693557021,7080571490,2022-12-19 09:09:01.411719,26781.02,EUR
8604496646,3676353320,2022-12-10 09:09:01.411730,11169.88,EUR
9723510716,0512428664,2023-03-19 09:09:01.411741,8849.71,EUR
8083217596,8764027609,2023-07-19 09:09:01.411753,46899.9,EUR
0978416305,5459867985,2023-05-03 09:09:01.411765,37417.15,EUR
8078845603,0697398584,2023-06-09 09:09:01.411778,5037.67,EUR
9294591941,8072866810,2023-06-26 09:09:01.411789,3165.1,EUR
6286563270,3383321567,2023-02-11 09:09:01.411802,19753.32,EUR
2739407227,1716098841,2022-08-03 09:09:01.411814,31103.5,EUR
6062345812,5428746329,2022-12-14 09:09:01.411826,8804.52,EUR
3169187775,2201618474,2023-01-02 09:09:01.411837,27751.36,EUR
0570643505,1983480727,2022-08-22 09:09:01.411850,13554.94,EUR
0570643505,1124278320,2023-01-07 09:09:01.411862,22295.81,EUR
9010214209,6914428526,2023-03-07 09:09:01.411874,48145.64,EUR
2767529648,4329940728,2023-04-05 09:09:01.411885,32773.71,EUR
4916454847,5758607831,2023-04-11 09:09:01.411896,2386.31,EUR
4598081484,4482129225,2023-05-04 09:09:01.411907,20448.29,EUR
8688274825,4675312767,2022-09-18 09:09:01.411919,51904.51,EUR
9774066217,6625023273,2023-06-05 09:09:01.411930,16676.54,EUR
7371873776,0132316340,2023-05-03 09:09:01.411942,25301.49,EUR
2320879018,8707573546,2023-02-22 09:09:01.411953,67215.61,EUR
3879096235,6702838060,2022-08-13 09:09:01.411965,9252.21,EUR
0026211331,8799910534,2023-04-19 09:09:01.411977,32419.29,EUR
9013097356,2041147818,2023-02-06 09:09:01.411988,8647.79,EUR
1682208646,5350950861,2022-09-08 09:09:01.411999,20039.2,EUR
2964227435,3490942383,2023-01-26 09:09:01.412011,50421.61,EUR
9985171771,2708851430,2023-03-13 09:09:01.412023,34872.99,EUR
1503422833,7428943193,2023-06-27 09:09:01.412035,35185.05,EUR
6903997857,1830433846,2022-08-23 09:09:01.412047,4182.06,EUR
1427009041,4698902796,2023-02-26 09:09:01.412058,18929.79,EUR
6925663982,7099239538,2023-03-23 09:09:01.412070,848.74,EUR
9608477470,6370275047,2023-03-27 09:09:01.412081,35421.35,EUR
6898635010,5853531229,2023-05-21 09:09:01.412093,26522.66,EUR
5591608262,5303991115,2022-08-22 09:09:01.412104,37149.57,EUR
6522797692,8829223309,2023-01-13 09:09:01.412116,27556.82,EUR
1800468768,8302187241,2023-06-23 09:09:01.412128,17897.87,EUR
