acct_id,name,balance
2798362201,Account Owner 822,39764.5
2662219402,Account Owner 544,97443.65
2887463675,Account Owner 179,31498.47
6858658660,Account Owner 30,9182.84
1638420222,Account Owner 733,31311.58
9365618083,Account Owner 840,39498.33
3229904345,Account Owner 958,84455.08
5428746329,Account Owner 396,75237.89
7358345355,Account Owner 44,75075.54
4181395544,Account Owner 751,20138.86
7364379446,Account Owner 505,36186.13
6737298853,Account Owner 661,73261.95
1153638487,Account Owner 643,6054.67
5409918327,Account Owner 996,89614.66
1196939345,Account Owner 129,94874.72
7856000763,Account Owner 790,38030.71
8990537770,Account Owner 497,94391.42
7026908903,Account Owner 891,32648.19
4648724981,Account Owner 637,40218.21
2710111521,Account Owner 79,19592.6
7539664921,Account Owner 955,85743.94
3394679096,Account Owner 968,81013.81
9692353321,Account Owner 592,76874.75
4879341671,Account Owner 879,4732.67
3627459476,Account Owner 882,73853.98
6289043148,Account Owner 299,4319.38
9865110468,Account Owner 356,91014.32
4533941489,Account Owner 174,50343.08
6490211002,Account Owner 480,60147.43
9581771795,Account Owner 165,65264.17
8914575174,Account Owner 346,22083.65
6984138730,Account Owner 685,94870.34
0043054995,Account Owner 206,31998.97
1305074160,Account Owner 509,23451.19
7882690589,Account Owner 225,79552.4
7106941886,Account Owner 435,28721.39
2331602703,Account Owner 577,26872.23
7351935481,Account Owner 164,11820.23
7138938813,Account Owner 1,24409.98
4312724345,Account Owner 659,16659.03
0322550515,Account Owner 675,33517.68
6399690582,Account Owner 90,67743.66
0573770862,Account Owner 271,40003.92
3519602109,Account Owner 157,88223.55
5923516983,Account Owner 938,69241.04
6968537277,Account Owner 70,40625.71
9669073085,Account Owner 231,68689.12
3294759918,Account Owner 2,93256.1
5390747211,Account Owner 363,6297.16
3654630655,Account Owner 590,70201.71
5959272652,Account Owner 856,99151.29
6936069704,Account Owner 107,14985.61
8261833775,Account Owner 851,49474.29
5724674901,Account Owner 399,49365.16
0073716887,Account Owner 546,42575.15
2788833235,Account Owner 109,49662.56
0446712347,Account Owner 342,93766.25
5191182518,Account Owner 525,30320.67
9240799327,Account Owner 526,84604.03
2737739756,Account Owner 410,65670.53
9791608920,Account Owner 112,35183.09
5138361843,Account Owner 372,14292.16
8039786737,Account Owner 178,8953.07
7411243153,Account Owner 191,65090.94
2858969030,Account Owner 961,82271.18
4717627193,Account Owner 355,69522.16
5309372864,Account Owner 796,66611.32
8964354287,Account Owner 367,85947.47
9973768827,Account Owner 942,71251.09
9004693159,Account Owner 703,21560.49
3270357330,Account Owner 467,60671.56
4161393057,Account Owner 68,15418.04
9682373027,Account Owner 413,7176.21
5937971201,Account Owner 546,58786.81
0257297463,Account Owner 597,41152.97
0297397315,Account Owner 862,20061.84
1593304202,Account Owner 888,99686.04
0326348261,Account Owner 255,78694.8
9977506738,Account Owner 659,98154.1
3555502917,Account Owner 19,40161.68
0349895207,Account Owner 599,14050.38
8620501375,Account Owner 446,20403.0
2597337184,Account Owner 133,15148.68
5385798922,Account Owner 683,57918.98
5093164782,Account Owner 913,86553.12
5382896248,Account Owner 456,62049.92
1426564003,Account Owner 302,11759.18
8104563718,Account Owner 484,14548.37
8799910534,Account Owner 375,93478.31
9099898613,Account Owner 819,81496.42
2427393846,Account Owner 728,98083.41
6616518575,Account Owner 160,58873.39
4343962823,Account Owner 48,25833.27
6883310065,Account Owner 577,57463.92
7332846834,Account Owner 198,26269.83
7123451870,Account Owner 831,32500.82
2098358902,Account Owner 705,10547.1
0746494516,Account Owner 942,32544.5
3387794728,Account Owner 323,41511.28
9907604813,Account Owner 893,2294.59
8719907695,Account Owner 919,78623.36
1527155547,Account Owner 260,58918.28
7656829481,Account Owner 88,96743.24
9477947311,Account Owner 588,29573.08
7354093294,Account Owner 83,21271.05
3519209001,Account Owner 603,50680.9
0365768201,Account Owner 1,99544.67
2351382897,Account Owner 341,10550.03
9240189481,Account Owner 371,13373.74
1271715534,Account Owner 189,87708.14
5319213539,Account Owner 534,67136.65
3992276409,Account Owner 260,21263.51
6179270995,Account Owner 766,46310.3
5053168024,Account Owner 584,6058.12
8290794480,Account Owner 443,57694.25
3917463638,Account Owner 51,76914.54
7724927731,Account Owner 433,80268.5
5549737861,Account Owner 753,50514.65
7343505063,Account Owner 350,6163.97
8588946064,Account Owner 930,98339.29
0633208830,Account Owner 791,86012.77
9146229264,Account Owner 85,74320.49
3176105089,Account Owner 128,37676.02
4927259131,Account Owner 34,57124.27
5136602333,Account Owner 75,19907.1
4554743326,Account Owner 473,46205.15
3616087327,Account Owner 344,85792.09
0111025076,Account Owner 698,36565.75
5615200274,Account Owner 500,20459.69
3195879106,Account Owner 610,45155.05
8849570379,Account Owner 728,72686.34
4073313309,Account Owner 365,42224.4
7760033127,Account Owner 940,98648.24
6185033000,Account Owner 823,45070.56
6003460226,Account Owner 503,65796.84
1125730954,Account Owner 154,91290.56
4109219799,Account Owner 32,50617.57
7195445889,Account Owner 694,88363.98
4219095782,Account Owner 430,56802.37
0622730617,Account Owner 991,80142.55
3415418562,Account Owner 428,47697.6
3358536625,Account Owner 23,63277.2
4307680981,Account Owner 427,87495.11
6243714116,Account Owner 143,18533.51
8200393811,Account Owner 895,27471.44
0775354272,Account Owner 717,12201.56
0549304447,Account Owner 306,71164.57
0032945258,Account Owner 944,90518.45
6038412945,Account Owner 58,10542.62
9604024373,Account Owner 168,99805.57
1558685875,Account Owner 307,12523.15
3008188009,Account Owner 639,91968.66
5273142212,Account Owner 897,83473.89
1281973568,Account Owner 60,1493.97
1658570890,Account Owner 189,52329.92
2424184304,Account Owner 341,71762.99
9209081994,Account Owner 291,87883.71
8633897313,Account Owner 878,9603.53
1910106705,Account Owner 773,11801.11
9089176470,Account Owner 341,8627.53
6395711122,Account Owner 915,2588.8
0603372081,Account Owner 632,78378.44
0117680870,Account Owner 82,12852.71
2109911822,Account Owner 876,31940.03
8488601071,Account Owner 725,75564.45
1946496338,Account Owner 694,95473.83
8004840467,Account Owner 7,69786.24
5859882261,Account Owner 541,92078.83
3401128207,Account Owner 89,23149.73
6242225508,Account Owner 84,99130.64
2904080592,Account Owner 180,65794.99
5265008854,Account Owner 90,94956.68
2227968286,Account Owner 788,20534.24
6191645468,Account Owner 789,59589.03
4178377647,Account Owner 477,74806.8
3373791916,Account Owner 847,35240.28
8110939623,Account Owner 285,15599.94
2489215065,Account Owner 945,17449.87
6580164052,Account Owner 288,7298.77
2150306140,Account Owner 942,68378.34
9446871336,Account Owner 158,91272.9
8832427351,Account Owner 818,44371.99
2510020294,Account Owner 836,84752.25
1909964200,Account Owner 273,27438.86
5535074199,Account Owner 72,41260.17
1166871178,Account Owner 483,30381.95
5762764893,Account Owner 819,44268.37
4891746059,Account Owner 879,93351.88
8052667877,Account Owner 703,62314.88
0222694386,Account Owner 320,7062.62
2363938832,Account Owner 8,71697.96
4562803299,Account Owner 176,26403.74
2310762619,Account Owner 991,29441.58
5452463727,Account Owner 967,63107.01
0189988668,Account Owner 510,61525.09
0930910267,Account Owner 996,58803.52
2156609331,Account Owner 748,84828.26
4649314895,Account Owner 848,17630.79
7245923078,Account Owner 748,21111.09
9518391031,Account Owner 155,74277.34
8327397103,Account Owner 656,51044.12
7244180378,Account Owner 551,57155.9
3369816138,Account Owner 10,70607.57
6943391317,Account Owner 464,68561.01
4637605853,Account Owner 578,12136.96
6763475705,Account Owner 389,39983.64
1617462118,Account Owner 12,65799.83
2089879626,Account Owner 130,52184.79
7874374046,Account Owner 815,15597.13
1527162597,Account Owner 188,15150.83
1679682325,Account Owner 306,51252.59
8578721226,Account Owner 798,98323.1
8009623426,Account Owner 121,87257.0
9616230084,Account Owner 707,43657.09
4144195040,Account Owner 174,13004.03
0068943130,Account Owner 921,57789.52
6289481209,Account Owner 280,5102.22
7298941978,Account Owner 621,22870.52
5236844591,Account Owner 246,91181.74
7586428836,Account Owner 944,98955.9
9710841825,Account Owner 612,69771.35
5038295468,Account Owner 509,47851.31
2472460536,Account Owner 903,44642.35
3647830273,Account Owner 23,5387.22
2962382483,Account Owner 938,23059.62
7480143125,Account Owner 759,61004.06
2306014913,Account Owner 414,16748.35
0648735418,Account Owner 290,39060.44
2262752066,Account Owner 255,71880.85
9413536648,Account Owner 375,17775.4
7874185448,Account Owner 765,44830.95
0956688734,Account Owner 862,11990.23
9027577109,Account Owner 310,53974.58
9940686158,Account Owner 935,99858.44
6667559722,Account Owner 701,50626.65
7512371706,Account Owner 556,71263.12
2045736857,Account Owner 956,24304.66
2400031053,Account Owner 879,44711.38
4301419336,Account Owner 729,17425.94
9196123879,Account Owner 618,27227.61
2086805358,Account Owner 568,23512.94
2975197451,Account Owner 473,1874.22
9372554938,Account Owner 285,56644.09
5829964307,Account Owner 397,22136.45
7346644026,Account Owner 612,90405.09
7620548847,Account Owner 726,35798.6
6074324307,Account Owner 802,65128.24
7194843058,Account Owner 582,90745.12
3866287241,Account Owner 102,89482.8
5499836672,Account Owner 178,85320.74
8786632686,Account Owner 433,10722.63
8326141225,Account Owner 899,72805.12
1422387795,Account Owner 560,39500.72
7185384496,Account Owner 602,26002.13
0123419521,Account Owner 128,16145.14
4996244212,Account Owner 815,97827.62
3782340210,Account Owner 243,92987.19
6778751851,Account Owner 132,76903.99
0331578550,Account Owner 195,39946.98
8929404988,Account Owner 618,25799.98
9279133483,Account Owner 17,20443.93
3315403645,Account Owner 820,27284.48
4314694970,Account Owner 216,9391.03
9547038017,Account Owner 710,75406.32
5182278062,Account Owner 684,71914.41
4361891983,Account Owner 162,50896.97
2925703201,Account Owner 126,4192.89
5018497142,Account Owner 932,11755.71
0518543688,Account Owner 13,2621.11
9138942280,Account Owner 548,7922.77
3596582858,Account Owner 510,52789.75
3223887717,Account Owner 539,47854.62
0491362550,Account Owner 727,9890.16
2329937214,Account Owner 714,37671.06
7549782185,Account Owner 804,53817.26
8406335735,Account Owner 682,89143.64
8862751431,Account Owner 511,39616.18
3464557879,Account Owner 423,44829.2
4296445510,Account Owner 216,3601.19
9595738502,Account Owner 245,63697.9
3619253548,Account Owner 476,44095.49
6579365971,Account Owner 914,98942.79
5939539719,Account Owner 965,55111.36
2752979865,Account Owner 438,43238.39
0750775382,Account Owner 830,81650.67
9910010494,Account Owner 361,20951.68
0054456255,Account Owner 627,48702.32
6425371492,Account Owner 275,18290.09
4776070817,Account Owner 137,47731.77
2990891576,Account Owner 535,12041.01
2964227435,Account Owner 750,95044.95
5931734527,Account Owner 501,24537.95
6745305746,Account Owner 207,61168.23
9095470971,Account Owner 898,13619.23
3975531931,Account Owner 427,24680.77
1488300969,Account Owner 446,42800.06
3074595513,Account Owner 966,55825.32
7041299801,Account Owner 405,56950.65
9445514606,Account Owner 225,65617.23
3043317559,Account Owner 284,12755.37
7323526920,Account Owner 912,94639.56
3164190438,Account Owner 282,85719.88
5287022778,Account Owner 743,23238.92
0313886163,Account Owner 758,42359.11
7131801809,Account Owner 771,46388.0
8301180345,Account Owner 423,49856.96
5697616847,Account Owner 193,96478.6
1809406462,Account Owner 567,21293.03
2106275803,Account Owner 255,41169.94
1963461607,Account Owner 197,27192.12
9753077490,Account Owner 104,97904.08
1278857921,Account Owner 390,46567.28
5561810572,Account Owner 226,46023.31
7532062122,Account Owner 968,43218.59
4123912397,Account Owner 46,91638.62
9251362327,Account Owner 464,19085.77
2428591198,Account Owner 667,86280.61
4711670912,Account Owner 964,48675.63
7097228547,Account Owner 167,55553.99
1569651765,Account Owner 276,39615.11
6817309724,Account Owner 986,20490.78
3053843896,Account Owner 88,54869.72
2162349991,Account Owner 126,97223.48
9675355888,Account Owner 474,95531.94
0381310969,Account Owner 121,51616.55
2340259045,Account Owner 943,33733.01
2499704427,Account Owner 869,72393.74
5368122624,Account Owner 401,9870.26
2405915191,Account Owner 296,29833.53
7882131061,Account Owner 345,31851.89
1268061005,Account Owner 448,36676.44
1033589660,Account Owner 628,8663.19
2015638923,Account Owner 930,51066.86
3725988664,Account Owner 828,68955.06
6542414034,Account Owner 805,93211.52
0941647808,Account Owner 720,82701.86
6695267464,Account Owner 722,78227.62
1220041962,Account Owner 692,73783.78
2487587373,Account Owner 677,40189.27
7270150825,Account Owner 523,6998.0
6526089989,Account Owner 916,51451.95
6207367599,Account Owner 919,93703.38
1969215261,Account Owner 483,38175.38
4717883826,Account Owner 906,63596.04
5322898780,Account Owner 684,59469.32
3276508905,Account Owner 121,18748.28
0269684484,Account Owner 36,2931.71
8850661692,Account Owner 411,21799.34
1177867359,Account Owner 346,99976.64
9847992321,Account Owner 97,76762.28
2882513150,Account Owner 394,72984.49
5972613327,Account Owner 700,7407.8
0722927022,Account Owner 719,55984.6
5976118089,Account Owner 374,65966.98
8510684903,Account Owner 869,67908.87
1072244621,Account Owner 62,90794.03
3389259129,Account Owner 622,76299.96
6699400440,Account Owner 545,86592.95
3944779630,Account Owner 400,22328.1
3325128371,Account Owner 524,36416.64
0878230405,Account Owner 836,84896.4
9761965250,Account Owner 405,90850.82
2590942284,Account Owner 792,3494.66
9943179455,Account Owner 211,92492.83
9706851906,Account Owner 712,77014.14
8829223309,Account Owner 298,52925.8
7508901923,Account Owner 181,5971.96
9814520932,Account Owner 327,60348.61
3478070468,Account Owner 267,90405.86
4874269906,Account Owner 504,10038.51
5725475622,Account Owner 759,62265.46
5952643366,Account Owner 91,83918.4
8302400730,Account Owner 945,49290.73
6937705435,Account Owner 830,53122.43
6197161593,Account Owner 506,29880.43
6479995855,Account Owner 108,35031.88
5794925259,Account Owner 937,16296.87
7406564563,Account Owner 327,77841.68
2547145886,Account Owner 69,64492.56
9439695114,Account Owner 682,61248.54
0192149160,Account Owner 755,18889.92
3454303901,Account Owner 298,20685.72
7514623975,Account Owner 904,87382.87
3963200800,Account Owner 513,4074.56
1006003453,Account Owner 322,61343.56
3244559404,Account Owner 228,88348.68
4924705508,Account Owner 868,63587.06
4834439308,Account Owner 68,34944.68
0402031170,Account Owner 383,12477.11
8539860340,Account Owner 365,83819.93
3166475462,Account Owner 964,55099.41
9268628028,Account Owner 869,73337.84
8072181210,Account Owner 152,94320.47
2217552896,Account Owner 232,84499.43
1840907717,Account Owner 56,85529.97
7714973218,Account Owner 530,12511.42
1499564689,Account Owner 6,60991.16
9601538535,Account Owner 209,71199.27
0458269592,Account Owner 213,76863.44
7246545324,Account Owner 826,85239.19
5565366424,Account Owner 694,21414.56
2051103218,Account Owner 219,38491.74
1751192076,Account Owner 398,17613.36
4708792902,Account Owner 267,88510.49
9141782601,Account Owner 999,57173.62
9859614300,Account Owner 773,21034.45
9149167611,Account Owner 591,59400.07
3282396933,Account Owner 91,55834.84
7135762714,Account Owner 97,54389.73
9750097082,Account Owner 919,10142.43
6543542403,Account Owner 250,64344.09
3475850548,Account Owner 514,47907.03
8484291766,Account Owner 430,91567.9
2986303057,Account Owner 824,76515.79
7316857145,Account Owner 277,60214.86
8897500586,Account Owner 695,93271.58
9360284582,Account Owner 530,37597.0
6744452595,Account Owner 284,21110.87
5886160783,Account Owner 153,37817.29
9150878656,Account Owner 937,13950.64
1369995917,Account Owner 556,38208.59
5041129303,Account Owner 805,87516.12
2547828304,Account Owner 988,21218.54
4237654306,Account Owner 92,38139.37
5365482532,Account Owner 954,77610.67
1196139411,Account Owner 623,63034.07
8914286406,Account Owner 890,42054.15
8426642882,Account Owner 937,1186.91
2984170264,Account Owner 613,84474.12
5624094907,Account Owner 796,85524.64
8332838273,Account Owner 70,28223.63
4960877288,Account Owner 689,46067.39
5815903185,Account Owner 204,89891.5
2165707555,Account Owner 702,80326.43
8980794432,Account Owner 924,94676.63
4811572379,Account Owner 458,57268.56
4627949317,Account Owner 287,29491.43
9582470446,Account Owner 512,62422.67
3961924759,Account Owner 319,10021.99
2053696278,Account Owner 852,47327.11
6050474528,Account Owner 848,47079.37
3508541726,Account Owner 140,77403.88
3939932748,Account Owner 499,25412.71
2445619136,Account Owner 73,95579.23
1946266395,Account Owner 826,58740.56
1173574152,Account Owner 25,42487.36
2447395201,Account Owner 816,73918.44
8968324861,Account Owner 811,91184.42
6061684844,Account Owner 940,28511.66
5859656797,Account Owner 663,15490.47
7193961859,Account Owner 431,83070.49
8103635256,Account Owner 255,15918.23
6417983422,Account Owner 697,28106.93
0118165030,Account Owner 724,1484.23
6825495443,Account Owner 718,93232.87
3788552116,Account Owner 792,2280.07
3375818760,Account Owner 757,76641.66
0151201155,Account Owner 274,6954.14
4520806878,Account Owner 468,60604.96
4619254628,Account Owner 724,82681.73
5316788585,Account Owner 74,36374.05
0683308078,Account Owner 735,92573.3
3034961438,Account Owner 699,23738.44
1266425469,Account Owner 837,71905.05
8854937715,Account Owner 458,35701.35
9415205526,Account Owner 57,76190.53
6331951693,Account Owner 771,2839.61
6236094986,Account Owner 154,94673.51
2029083327,Account Owner 941,27908.99
7695772360,Account Owner 826,45655.86
2133821878,Account Owner 505,55989.38
7684120267,Account Owner 209,33303.8
7663469620,Account Owner 150,93360.43
9319820031,Account Owner 825,4413.42
3220756937,Account Owner 938,17568.42
3682392062,Account Owner 819,21288.66
9579483557,Account Owner 394,33492.06
6982624772,Account Owner 373,27682.07
7324634114,Account Owner 194,96791.23
5858482108,Account Owner 917,8677.32
2876017344,Account Owner 465,61927.03
5890703236,Account Owner 114,55995.35
0247046385,Account Owner 853,51064.41
2326378989,Account Owner 938,19807.12
3314833742,Account Owner 805,15053.02
8279848617,Account Owner 919,66736.18
3664922772,Account Owner 470,70098.7
4458734447,Account Owner 39,65250.16
5791381094,Account Owner 165,7828.23
7389807300,Account Owner 110,42893.33
7315299651,Account Owner 440,36489.16
0742211162,Account Owner 213,57805.57
2441253117,Account Owner 867,87982.07
7105334476,Account Owner 292,56921.89
7421959904,Account Owner 55,38749.98
1001456527,Account Owner 617,42686.94
5154365475,Account Owner 51,26156.53
8686111374,Account Owner 777,88834.78
9326040151,Account Owner 163,46003.29
9464530270,Account Owner 160,26893.62
4135406145,Account Owner 985,4365.73
4196346486,Account Owner 252,85672.21
1562690999,Account Owner 53,86401.05
3069832218,Account Owner 938,35615.16
4941848897,Account Owner 819,42050.91
9995741103,Account Owner 384,92321.93
9090676040,Account Owner 231,61259.01
1004589241,Account Owner 735,7492.83
6962451199,Account Owner 165,56271.6
5722813041,Account Owner 378,84268.08
8723905058,Account Owner 798,21711.48
1598434048,Account Owner 376,15180.39
6810180291,Account Owner 7,79902.06
8449137442,Account Owner 412,73814.35
2749922311,Account Owner 259,55524.53
1335812862,Account Owner 909,87971.38
8132149534,Account Owner 433,3478.97
7642854351,Account Owner 264,56427.02
3260081910,Account Owner 636,72579.97
5289444520,Account Owner 881,92960.11
0512428664,Account Owner 432,59859.61
8063863770,Account Owner 752,68529.76
8229126116,Account Owner 463,15764.78
5902302917,Account Owner 906,92293.93
3713094371,Account Owner 258,92665.66
1999358252,Account Owner 636,30214.9
9528372293,Account Owner 396,85290.32
7556051278,Account Owner 867,60396.7
0133050061,Account Owner 391,64589.26
8671836994,Account Owner 730,81778.14
5564435893,Account Owner 607,29663.96
0592233372,Account Owner 269,99617.05
9439842040,Account Owner 33,75349.16
2958234665,Account Owner 906,62687.2
3765248090,Account Owner 394,18318.0
0826801589,Account Owner 964,51449.44
5034261396,Account Owner 547,79416.93
7020023579,Account Owner 782,43721.42
1216283306,Account Owner 459,39082.61
1917487932,Account Owner 646,99282.38
7887973656,Account Owner 998,57342.98
6354596971,Account Owner 930,71472.13
8495813517,Account Owner 352,32463.94
5793885991,Account Owner 552,15885.48
0682081677,Account Owner 787,15474.61
0138486271,Account Owner 427,93633.28
1547508023,Account Owner 366,29092.43
5387207710,Account Owner 912,89311.25
2691468311,Account Owner 531,57654.49
3809751757,Account Owner 850,64033.21
7245732173,Account Owner 395,67824.97
8204412284,Account Owner 245,18783.79
1700343571,Account Owner 626,5103.26
0478457708,Account Owner 23,71534.22
2232301839,Account Owner 383,74964.65
4022726421,Account Owner 124,46352.27
0552818219,Account Owner 533,77855.5
8531321418,Account Owner 589,80583.19
5638103167,Account Owner 739,40738.23
6706198643,Account Owner 281,47046.04
0806648054,Account Owner 661,32391.45
3981773515,Account Owner 479,85223.73
2765197462,Account Owner 648,51816.06
1423910067,Account Owner 712,15122.85
3130273526,Account Owner 480,74006.79
2854130280,Account Owner 451,85627.7
2738163367,Account Owner 322,76729.09
6596464559,Account Owner 108,75726.62
8731930105,Account Owner 661,28446.43
2854862364,Account Owner 766,63988.57
6431846036,Account Owner 28,81880.06
8376303241,Account Owner 175,3398.49
4041596499,Account Owner 846,29443.86
8822248686,Account Owner 303,57940.29
0854719557,Account Owner 295,93693.36
1570279477,Account Owner 359,8986.69
2928000506,Account Owner 415,79797.87
4032556810,Account Owner 771,30887.84
6043302168,Account Owner 698,86569.07
2831119542,Account Owner 80,30947.31
7511962468,Account Owner 909,30514.33
7959128241,Account Owner 227,14956.45
1719492071,Account Owner 821,21164.48
5216668452,Account Owner 25,92482.1
2007969031,Account Owner 967,67618.45
4828226577,Account Owner 871,56735.88
7165632613,Account Owner 493,29060.58
8982442431,Account Owner 955,46895.1
5725713335,Account Owner 39,99579.41
9631769396,Account Owner 712,83086.69
9280049569,Account Owner 795,71390.02
5726615913,Account Owner 612,2560.15
4366739980,Account Owner 958,99699.93
2622699348,Account Owner 801,51850.0
6369848088,Account Owner 551,33007.99
8077245995,Account Owner 74,88865.33
9209537056,Account Owner 694,74213.88
1715004404,Account Owner 23,52968.31
4646168741,Account Owner 978,23644.83
4538866045,Account Owner 527,6071.98
7118237857,Account Owner 938,4727.56
3135723944,Account Owner 546,89975.21
9440360140,Account Owner 535,42575.59
4043910732,Account Owner 626,30480.73
1133519215,Account Owner 912,87673.15
4742468726,Account Owner 966,94242.19
6448432344,Account Owner 683,93850.07
4549797817,Account Owner 476,18217.81
4141038218,Account Owner 47,43240.54
6194885597,Account Owner 160,54602.81
3853091328,Account Owner 275,82875.7
8200170148,Account Owner 295,15559.35
4464692903,Account Owner 468,32989.64
8170963660,Account Owner 576,97486.7
5759955124,Account Owner 559,68820.81
1192153063,Account Owner 198,70259.03
6893450065,Account Owner 431,38280.48
9123505032,Account Owner 592,55140.39
8545430266,Account Owner 670,14080.71
7106806106,Account Owner 671,1078.77
7451838110,Account Owner 656,47290.74
1644854398,Account Owner 223,23582.54
9353620797,Account Owner 214,42153.79
9096256759,Account Owner 778,44766.79
9657988574,Account Owner 345,73294.87
9916038104,Account Owner 291,19000.08
2872335424,Account Owner 619,11907.98
3961112715,Account Owner 435,61889.2
0649861701,Account Owner 696,29909.98
5588600302,Account Owner 14,98669.48
0506928735,Account Owner 202,10902.52
6690306833,Account Owner 363,97783.97
4309846494,Account Owner 691,44784.13
6401725442,Account Owner 756,39667.98
9601078838,Account Owner 105,94407.81
2540603554,Account Owner 634,24543.67
0948877347,Account Owner 95,57983.82
8053897541,Account Owner 667,9183.87
0086940494,Account Owner 37,14613.89
2423153125,Account Owner 192,51038.32
9498096016,Account Owner 423,95924.23
1121530210,Account Owner 561,97313.4
0721865613,Account Owner 353,96525.51
1708246463,Account Owner 808,60003.5
5897045326,Account Owner 326,36744.92
2379121138,Account Owner 523,9871.99
8572699841,Account Owner 969,15472.69
3960669374,Account Owner 822,64455.18
8836990139,Account Owner 839,51618.2
9801382165,Account Owner 626,40266.08
2683299493,Account Owner 930,58959.7
7866070367,Account Owner 111,26148.39
2177012545,Account Owner 17,52950.01
9979013618,Account Owner 200,85216.97
5540934580,Account Owner 400,96772.26
1291168362,Account Owner 440,66340.92
1919165851,Account Owner 243,66906.54
7505014694,Account Owner 135,37587.11
8464764617,Account Owner 661,32775.1
1830705818,Account Owner 216,80651.58
3150690633,Account Owner 487,62235.61
1119908291,Account Owner 58,55807.12
7710949183,Account Owner 978,44201.31
5294783391,Account Owner 175,32429.9
0015377293,Account Owner 676,7147.43
5818754087,Account Owner 921,33357.95
1093950693,Account Owner 646,79171.05
3712326361,Account Owner 234,13523.49
6793770599,Account Owner 198,52369.97
1569786123,Account Owner 567,93745.3
4879819590,Account Owner 361,11333.7
2404673845,Account Owner 691,19329.86
7626332284,Account Owner 826,76845.78
6213623389,Account Owner 516,37788.42
7550775030,Account Owner 588,2475.87
8960332985,Account Owner 664,1654.44
4942850231,Account Owner 176,94310.86
3542558609,Account Owner 160,48221.38
